COMPENSATION_ID,PERIOD_START,PERIOD_END,LOBBYIST_ID,LOBBYIST_FIRST_NAME,LOBBYIST_MIDDLE_INITIAL,LOBBYIST_LAST_NAME,COMPENSATION_TO_OTHERS_EXPENSE,OFFICE_EXPENSE,PERSONAL_SUSTENANCE_EXPENSE,PUBLIC_EDUCATION_EXPENSE,OTHER_EXPENSES,TOTAL_EXPENSES,CLIENT_ID,CLIENT_NAME,CREATED_DATE
2169037700,01/01/2012,06/30/2012,4055,ANN,T,MORONEY,0.00,0.00,0.00,0.00,0.00,10018.00,2736990883,MGM %2F TERRELL GRP.,09/05/2012
206497008,07/01/2017,09/30/2017,3836,JOHN,A,DOERRER,0.00,254.00,0.00,0.00,254.00,254.00,2336378373,CHICAGO RETAIL MERCHANTS ASSOC.,10/04/2017
4126654666,10/01/2018,12/31/2018,8961,GLEN,,GRIMM,0.00,0.00,0.00,0.00,0.00,19.67,1656644392,"EXELON GENERATION COMPANY, LLC",01/17/2019
1593749736,07/01/2015,09/30/2015,10582,BRADLEY,M,ADER,0.00,35.34,0.00,0.00,35.34,35.34,3341761511,PANCAL PULASKI LLC,10/12/2015
189473075,10/01/2017,12/31/2017,3836,JOHN,A,DOERRER,0.00,254.00,0.00,0.00,254.00,254.00,2336378373,CHICAGO RETAIL MERCHANTS ASSOC.,01/04/2018
2678237348,04/01/2013,06/30/2013,7481,CAROLYN,E,SOROCK,0.00,0.00,40.00,0.00,0.00,40.00,2308578134,ILLINOIS BANKERS ASSOCIATION,07/17/2013
2829121756,10/01/2019,12/31/2019,3992,VIRGINIA,,PACE,0.00,0.00,0.00,0.00,0.00,200.00,2139261249,ELDERLY HOUSING DEVELOPMENT & OPERATIONS CORPORATION,01/03/2020
199678065,10/01/2018,12/31/2018,4082,THOMAS,E,LIVINGSTON,0.00,20000.00,0.00,0.00,20000.00,20000.00,3994750450,CSX CORPORATION,01/18/2019
3644661595,04/01/2018,06/30/2018,4055,ANN,T,MORONEY,0.00,0.00,0.00,0.00,0.00,200.00,1418514804,OUR REVIVAL LLC,07/17/2018
1707605216,01/01/2019,03/31/2019,6082,ELIZABETH,,KREGOR,30.29,40.00,0.00,25.00,40.00,95.29,3938899747,INSTITUTE FOR JUSTICE,04/17/2019
2267981381,10/01/2012,12/31/2012,4224,BARBARA,,ROBERTS,0.00,0.00,694.00,0.00,0.00,694.00,1084676617,XEROX BUSINESS SERVICES LLC,01/21/2013
4200360612,01/01/2013,03/31/2013,6781,WILLIE,,SMITH,0.00,0.00,150.00,0.00,0.00,150.00,867989715,"CHICAGO BEVERAGE SYSTEMS, L.L.C.",07/22/2013
3965226255,01/01/2014,03/31/2014,3736,CLINTON,P,HANSEN,0.00,0.00,0.00,0.00,0.00,75.00,2861531844,WIMPCO INC,04/16/2014
1577637969,10/01/2012,12/31/2012,3959,B. JOHN,,BISIO,0.00,0.00,161.80,0.00,0.00,161.80,4048551740,"WAL-MART STORES, INC.",01/18/2013
2765814487,07/01/2014,09/30/2014,8961,GLEN,,GRIMM,0.00,0.00,69.20,0.00,0.00,69.20,170555894,EXELON GENERATION - CONSTELLATION ENERGY,10/09/2014
3574259617,01/01/2014,03/31/2014,4096,LAWRENCE,F,PUSATERI,0.00,0.00,0.00,0.00,0.00,35.00,764683378,TURNSTONE DEVELOPMENT CORPORATION,01/15/2015
1049395616,01/01/2013,03/31/2013,4312,TANYA,P,TRICHE,0.00,25.00,0.00,0.00,25.00,125.00,2271092124,ILLINOIS RETAIL MERCHANTS ASSOCIATION,04/17/2013
1953766335,10/01/2012,12/31/2012,3764,JENNIFER,,CLARK,0.00,200.00,150.00,150.00,200.00,600.00,3429340646,LOYOLA UNIVERSITY CHICAGO,02/08/2013
2168112671,07/01/2014,09/30/2014,3836,JOHN,A,DOERRER,0.00,408.00,0.00,0.00,408.00,408.00,2336378373,CHICAGO RETAIL MERCHANTS ASSOC.,10/08/2014
540093531,04/01/2015,06/30/2015,12521,BENJAMIN,,JACKSON,0.00,0.00,0.00,0.00,0.00,0.50,1980668851,ILLINOIS BANKERS ASSOCIATION,07/01/2015
1349236807,01/01/2012,06/30/2012,4055,ANN,T,MORONEY,0.00,0.00,0.00,0.00,0.00,10235.00,2802720693,"ANTHEUS CAPITAL, LLC",09/05/2012
3958632095,10/01/2013,12/31/2013,9121,DEBORAH,,SCHWARTZ,0.00,0.00,0.00,0.00,0.00,35.00,764683378,TURNSTONE DEVELOPMENT CORPORATION,01/16/2014
605853969,07/01/2013,09/30/2013,4333,CLINT,V,BROWN,0.00,120.00,0.00,0.00,120.00,120.00,1945718438,LOCAL 881 UNITED FOOD AND COMMERCIAL WORKERS,09/30/2013
467922109,10/01/2016,12/31/2016,13761,MICHAEL,,AXELROD,0.00,0.00,200.00,0.00,0.00,200.00,1310630957,HOK,12/19/2016
3414322906,01/01/2018,03/31/2018,3992,VIRGINIA,,PACE,0.00,0.00,0.00,0.00,0.00,250.00,2566166249,MR PROPERTIES LLC,07/12/2018
1813085019,10/01/2018,12/31/2018,16801,YUHONG,A,ZHANG,0.00,0.00,517.90,0.00,0.00,517.90,3255146644,AMERICAN AIRLINES,01/15/2019
2212325927,01/01/2015,03/31/2015,4202,KATRIINA,,MCGUIRE,0.00,0.00,0.00,0.00,0.00,7.85,2478535042,"DRAPER & KRAMER, INC",12/10/2015
589536990,10/01/2013,12/31/2013,7401,KERISSA,,MARKIEWICZ,0.00,0.00,0.00,0.00,0.00,250.00,2852493265,A SAFE HAVEN FOUNDATION,01/16/2014
2018461837,01/01/2014,03/31/2014,9342,DAVE,,SEVERSON,0.00,0.00,250.08,0.00,0.00,250.08,4066986617,"KOCH COMPANIES PUBLIC SECTOR, LLC AND AFFILIATES",04/10/2014
4259533564,01/01/2019,03/31/2019,16801,YUHONG,A,ZHANG,0.00,0.00,616.99,0.00,0.00,616.99,2148425495,AMERICAN AIRLINES,04/16/2019
1328192738,04/01/2015,06/30/2015,4333,CLINT,V,BROWN,0.00,120.00,0.00,0.00,120.00,120.00,1649744828,LOCAL 881UNITED FOOD AND COMMERCIAL WORKERS,07/14/2015
1906578041,10/01/2013,12/31/2013,8961,GLEN,,GRIMM,0.00,0.00,129.11,0.00,0.00,175.95,170555894,EXELON GENERATION - CONSTELLATION ENERGY,01/16/2014
409278382,01/01/2016,03/31/2016,4228,NEAL,H,ATTERMANN,0.00,0.00,317.24,0.00,0.00,317.24,344985367,CITIGROUP GLOBAL MARKETS INC.,04/18/2016
3811264478,04/01/2017,06/30/2017,19001,SARA,,BARNES,0.00,75.00,0.00,0.00,75.00,75.00,3535127666,BNS PROPERTIES LLC C/O SHAWN KOHLI,07/20/2017
1604847824,10/01/2016,12/31/2016,3752,MITCHELL,A,CARRELL,0.00,0.00,0.00,0.00,0.00,15.00,3651219761,ARDAGH GROUP,01/13/2017
2937385053,07/01/2017,09/30/2017,19341,JIM,,ROBINSON,0.00,0.00,27.00,0.00,0.00,27.00,3400105912,"ASTELLAS PHARMA US, INC.",10/11/2017
1946477846,01/01/2012,06/30/2012,3977,THOMAS,R,BOYD,0.00,0.00,24.00,0.00,0.00,24.00,3381465355,"WE ARE GREEN, INC",08/06/2012
3018983420,01/01/2012,06/30/2012,4120,LESLEY,,MAGNABOSCO,0.00,0.00,0.00,0.00,0.00,75.00,2365594634,JOHN V. AND EILEEN FREGA FAMILY LTD. PARTNERSHIP,08/14/2012
78380168,07/01/2017,09/30/2017,12901,HOLLY,,COOPER,0.00,0.00,854.93,0.00,0.00,854.93,1415910890,CONDUENT INCORPORATED,10/20/2017
2124639242,01/01/2012,06/30/2012,4130,FRANK,,HARRISON,0.00,0.00,2064.52,0.00,0.00,2212.51,4117277579,"XEROX BUSINESS SERVICES, LLC",08/10/2012
3608441913,01/01/2015,03/31/2015,9342,DAVE,,SEVERSON,0.00,0.00,1519.65,0.00,0.00,1519.65,4066986617,"KOCH COMPANIES PUBLIC SECTOR, LLC AND AFFILIATES",04/10/2015
3811264478,04/01/2017,06/30/2017,19002,NICK,,FTIKAS,0.00,75.00,0.00,0.00,75.00,75.00,3380367361,SMW HOLDINGS LLC C/O SCOTT WALTENBURG,07/20/2017
3611504046,10/01/2018,12/31/2018,3851,TIMOTHY,A,TAYLOR,0.00,0.00,0.00,50.00,0.00,50.00,3445752701,ELECTRICAL CONTRACTORS' ASSOCIATION OF CITY OF CHICAGO (ECA),01/02/2019
302548562,01/01/2015,03/31/2015,5127,PAT,,DOERR,100.00,0.00,0.00,0.00,0.00,235.00,841403895,HOSPITALITY BUSINESS ASSOC OF CHICAGO,04/20/2015
211375095,01/01/2013,03/31/2013,7044,FREDERICK,,POLLOCK,0.00,0.00,1269.95,0.00,0.00,1269.95,1880484350,CHICAGO PARKING METERS LLC,05/01/2013
2892653610,10/01/2015,12/31/2015,4035,RICHARD,E,KOLMAN,0.00,0.00,949.03,0.00,0.00,949.03,1083337522,US BANK MUNICIPAL SECURITIES GROUP,01/11/2016
730523096,10/01/2014,12/31/2014,4055,ANN,T,MORONEY,0.00,0.00,0.00,0.00,0.00,871.25,2979596458,CHICAGO PUBLIC SCHOOLS,01/20/2015
1467433035,01/01/2018,03/31/2018,11701,MICHAEL,,SYNOWIECKI,0.00,0.00,0.00,0.00,0.00,173.00,1986411410,"BRACKENBOX, INC.",01/10/2019
1625724407,04/01/2018,06/30/2018,19901,TOM,,PESKE,0.00,0.00,145.00,0.00,0.00,145.00,2273858218,XEROX CORPORATION,07/19/2018
862839747,01/01/2015,03/31/2015,4316,BERNARD,I,CITRON,0.00,0.00,0.00,0.00,0.00,75.00,2260960772,FIRST AMERICAN PROPERTIES,07/28/2015
3637832331,10/01/2014,12/31/2014,3992,VIRGINIA,,PACE,0.00,100.00,0.00,0.00,100.00,350.00,1058482006,ROSENWALD COURT APARTMENTS,01/12/2015
1331089987,04/01/2013,06/30/2013,5127,PAT,,DOERR,0.00,0.00,0.00,0.00,0.00,450.00,3691868407,HOSPITALITY BUSINESS ASSOC OF CHICAGO,07/20/2013
2560329386,10/01/2017,12/31/2017,3825,MIGUEL,A,SANTIAGO,0.00,0.00,0.00,0.00,0.00,1000.00,2767247958,ALTRIA CLIENT SERVICES LLC,01/12/2018
894531489,01/01/2016,03/31/2016,3825,MIGUEL,A,SANTIAGO,0.00,0.00,0.00,0.00,0.00,1000.00,404658832,THE KRAFT HEINZ COMPANY,04/08/2016
762529894,10/01/2014,12/31/2014,3851,TIMOTHY,A,TAYLOR,0.00,0.00,0.00,300.00,0.00,300.00,2748181048,ELECTRICAL CONTRACTORS' ASSOCIATION OF CITY OF CHICAGO,01/05/2015
809581425,10/01/2016,12/31/2016,3836,JOHN,A,DOERRER,0.00,148.00,0.00,0.00,148.00,148.00,1703096772,MCDONALD'S CORPORATION,01/04/2017
2578113389,01/01/2016,03/31/2016,14042,TRACEY,,HESTER,0.00,0.00,765.00,0.00,0.00,765.00,615118324,TARGET CORPORATION,04/14/2016
2533701736,04/01/2017,06/30/2017,12901,HOLLY,,COOPER,0.00,0.00,285.93,0.00,0.00,285.93,1415910890,CONDUENT INCORPORATED,07/11/2017
3252454148,04/01/2017,06/30/2017,18221,BRIAN,C,CRAWFORD,0.00,0.00,50.00,0.00,0.00,50.00,3955574046,AMERICAN HOTEL & LODGING ASSOCIATION,07/26/2017
3744217991,07/01/2013,09/30/2013,4082,THOMAS,E,LIVINGSTON,0.00,0.00,1500.00,0.00,0.00,1500.00,3994750450,CSX CORPORATION,10/21/2013
2787161243,10/01/2017,12/31/2017,3782,MARA,S,GEORGES,0.00,0.00,0.00,0.00,0.00,93.80,428651547,"335 SCHILLER, LLC",01/12/2018
173488745,10/01/2016,12/31/2016,4333,CLINT,V,BROWN,0.00,127.00,0.00,0.00,127.00,127.00,3538227539,LOCAL 881 UNITED FOOD AND COMMERCIAL WORKERS,01/16/2017
68952035,10/01/2014,12/31/2014,4316,BERNARD,I,CITRON,0.00,0.00,0.00,0.00,0.00,150.00,3138225072,FULTON RACINE PROPERTY LLC,01/15/2015
1851628563,10/01/2013,12/31/2013,3836,JOHN,A,DOERRER,0.00,40.00,0.00,0.00,40.00,40.00,3208038596,IPT LLC,01/09/2014
2434344010,01/01/2015,03/31/2015,4202,KATRIINA,,MCGUIRE,0.00,0.00,0.00,0.00,0.00,331.20,1675326779,FLETCHER JONES MANAGEMENT GROUP,12/10/2015
2565360983,04/01/2018,06/30/2018,15261,FRANK,C,BOSCO,0.00,0.00,405.45,0.00,0.00,405.45,1570551163,THERMO FISHER SCIENTIFIC,07/21/2018
1789597686,07/01/2013,09/30/2013,4096,LAWRENCE,F,PUSATERI,0.00,0.00,0.00,0.00,0.00,100.00,3086964569,INTERFAITH HOUSING DEVELOPMENT CORPORATION,10/18/2013
2381884437,04/01/2017,06/30/2017,11701,MICHAEL,,SYNOWIECKI,0.00,0.00,0.00,0.00,0.00,150.00,2487813668,WELLS FARGO & COMPANY,09/11/2017
3313875195,07/01/2012,09/30/2012,3836,JOHN,A,DOERRER,0.00,120.00,0.00,0.00,120.00,120.00,3510649125,DISTILLED SPIRITS COUNCIL OF UNITED STATES,11/14/2012
2163762437,10/01/2014,12/31/2014,8043,WILLIAM,,DALEY,0.00,0.00,28.21,0.00,0.00,28.21,2044198427,MORGAN STANLEY & CO. LLC,01/15/2015
518521234,07/01/2018,09/30/2018,21001,CAROLYN,,SAPER,0.00,0.00,6.00,0.00,0.00,6.00,1606772928,"READASKCHAT, LTD.",10/10/2018
3088421932,01/01/2013,03/31/2013,4255,JOSEPH,E,PILEWSKI,0.00,14.00,0.00,0.00,14.00,14.00,1349127361,LORETTO HOSPITAL,05/01/2013
3265608368,04/01/2018,06/30/2018,19821,BENJAMIN,,HERBST,0.00,0.00,3500.00,0.00,0.00,3500.00,3822216899,GOLDMAN SACHS & CO. LLC,07/18/2018
1802358892,10/01/2015,12/31/2015,6621,CATHERINE,A,O'MALLEY,0.00,0.00,100.00,0.00,0.00,100.00,2292850241,ROSECRANCE HEALTH NETWORK,01/06/2016
2760033834,04/01/2014,06/30/2014,8682,MORRIS,L.,REID,0.00,0.00,284.41,0.00,0.00,284.41,1401592122,CHEMFREE,07/18/2014
1926976309,07/01/2013,09/30/2013,4312,TANYA,P,TRICHE,0.00,25.00,0.00,0.00,25.00,125.00,2271092124,ILLINOIS RETAIL MERCHANTS ASSOCIATION,10/17/2013
1965143092,10/01/2012,12/31/2012,4055,ANN,T,MORONEY,0.00,0.00,0.00,0.00,0.00,1592.50,2802720693,"ANTHEUS CAPITAL, LLC",01/14/2013
2431044121,01/01/2015,03/31/2015,3752,MITCHELL,A,CARRELL,0.00,0.00,15.00,0.00,0.00,30.00,3455573396,"SHEFFIELD PROPERTIES OF ILLINOIS, INC",01/27/2016
2658273341,07/01/2016,09/30/2016,3996,DONOVAN,W,PEPPER,15000.00,0.00,500.00,0.00,0.00,15750.00,3747438516,WALGREEN CO.,10/17/2016
80296997,07/01/2018,09/30/2018,20841,LATASHA,R,THOMAS,0.00,75.00,0.00,0.00,75.00,75.00,2597100206,NCH GALEWOOD LLC,10/18/2018
498001283,07/01/2013,09/30/2013,8421,SUE,,MOSES,0.00,0.00,220.00,0.00,0.00,220.00,830385,U.S. BANK MUNICIPAL SECURITIES GROUP,10/17/2013
1346436771,01/01/2017,03/31/2017,15501,DAVID,M.,GROSS,0.00,0.00,0.00,0.00,0.00,250.00,1188783448,ILLINOIS HOSPITAL ASSOCIATION,04/19/2017
2963144668,10/01/2012,12/31/2012,3836,JOHN,A,DOERRER,0.00,52.00,0.00,0.00,52.00,52.00,3208038596,IPT LLC,01/08/2013
1287876102,07/01/2019,09/30/2019,12481,JAIME,M,ANDRADE,0.00,212.88,0.00,0.00,212.88,212.88,257057724,BILL CONFORTI C/O 3863 N DRAKE LLC,10/14/2019
4213504857,10/01/2017,12/31/2017,16181,JEREMY,,FLYNN,0.00,0.00,0.00,0.00,0.00,250.00,1188783448,ILLINOIS HOSPITAL ASSOCIATION,01/11/2018
3965226255,01/01/2014,03/31/2014,4316,BERNARD,I,CITRON,0.00,0.00,0.00,0.00,0.00,75.00,1562810724,CHICAGO SELF STORAGE,07/31/2014
1262216994,07/01/2013,09/30/2013,4111,CHRISTOPHER,S,COLWELL,0.00,0.00,157.36,0.00,0.00,157.36,1494790187,USI INSURANCE SERVICES CORP,10/15/2013
2246776207,07/01/2013,09/30/2013,7001,KEVIN,A,SPIEGEL,0.00,0.00,153.61,0.00,0.00,153.61,2962736977,GOGO LLC,10/03/2013
2710467083,01/01/2013,03/31/2013,4120,LESLEY,D,MAGNABOSCO,0.00,0.00,0.00,0.00,0.00,75.00,4218300569,"MB FINANCIAL BANK, N.A.",07/03/2013
111237611,07/01/2012,09/30/2012,3986,RICHARD,,WENDY,0.00,0.00,0.00,0.00,0.00,50.00,253850911,"DRAPER & KRAMER, INC",10/18/2012
4289571972,07/01/2016,09/30/2016,4901,ROBERT,,BIEDERMAN,0.00,0.00,16.61,0.00,0.00,16.61,3780110441,GOOGLE INC.,10/05/2016
1155693595,04/01/2016,06/30/2016,3836,JOHN,A,DOERRER,0.00,296.00,0.00,0.00,296.00,296.00,1703096772,MCDONALD'S CORPORATION,07/12/2016
3987667215,04/01/2018,06/30/2018,9082,JOSEPH,E,PILEWSKI,0.00,0.00,25.00,0.00,0.00,25.00,2806544094,LAKESHORE BEVERAGE,08/10/2018
3411881223,01/01/2015,03/31/2015,9081,G. A.,,FINCH,0.00,0.00,0.00,0.00,0.00,144.00,3675673030,R.M. NEWTON DEVELOPMENT CORPORATION,10/12/2015
593493848,04/01/2013,06/30/2013,5823,MAURICE,,CAMPBELL,0.00,0.00,12.00,0.00,0.00,12.00,2411046936,BNY MELLON,07/11/2013
121776336,10/01/2018,12/31/2018,21761,DEBORAH,,BEARDEN,0.00,0.00,438.00,0.00,0.00,438.00,2148425495,AMERICAN AIRLINES,01/16/2019
639583289,07/01/2017,09/30/2017,3992,VIRGINIA,,PACE,0.00,0.00,0.00,0.00,0.00,350.00,4205988690,STATEWAY ASSOCIATES LLC,10/18/2017
894079454,01/01/2019,03/31/2019,16002,RICHARD,,VELAZQUEZ,0.00,75.00,0.00,0.00,75.00,75.00,1986411410,"BRACKENBOX, INC.",04/19/2019
3933770894,10/01/2016,12/31/2016,12202,KRIS,,WEAVER,0.00,0.00,559.84,0.00,0.00,559.84,1415910890,CONDUENT INCORPORATED,01/20/2017
237115936,10/01/2014,12/31/2014,4202,KATRIINA,,MCGUIRE,0.00,0.00,0.00,0.00,0.00,75.00,1946303286,"MEDMAR, INC.",01/15/2015
3601550990,01/01/2014,03/31/2014,4268,ROBERT,C,KUNZE,0.00,230.00,0.00,0.00,230.00,230.00,3506719514,SWEDISH COVENANT HOSPITAL,04/16/2014
537053301,01/01/2013,03/31/2013,3951,PAUL,A,KOLPAK,0.00,75.00,0.00,0.00,75.00,75.00,4008576358,IRENE PETRI,01/28/2014
958854524,10/01/2013,12/31/2013,4825,JEFFREY,,SCRUGGS,0.00,0.00,2080.32,0.00,0.00,2080.32,61342032,"GOLDMAN, SACHS & CO.",01/18/2014
2106775993,07/01/2017,09/30/2017,19001,SARA,,BARNES,0.00,75.00,0.00,0.00,75.00,75.00,1283391399,5019-5021 N ASHLAND LLC C/O DREW BRENEMAN,10/20/2017
1315566074,04/01/2019,06/30/2019,15261,FRANK,C,BOSCO,0.00,0.00,676.52,0.00,0.00,676.52,1570551163,THERMO FISHER SCIENTIFIC,07/17/2019
1941391777,10/01/2019,12/31/2019,4055,ANN,T,MORONEY,0.00,0.00,0.00,0.00,0.00,2158.00,1925174045,"FLEET PORTFOLIO VENTURE, LLC",01/16/2020
2444835268,04/01/2019,06/30/2019,11701,MICHAEL,,SYNOWIECKI,0.00,0.00,0.00,0.00,0.00,75.00,3699287249,VAPOR TECHNOLOGY ASSOCIATION,12/12/2019
589536990,10/01/2013,12/31/2013,4115,ELIZABETH,,LIVELY,0.00,0.00,0.00,0.00,0.00,250.00,385079875,METROPOLITAN CHICAGO HEALTHCARE COUNCIL,01/14/2014
3237740540,04/01/2015,06/30/2015,4154,DENNIS,,O'SULLIVAN,0.00,0.00,0.00,0.00,0.00,250.00,385079875,METROPOLITAN CHICAGO HEALTHCARE COUNCIL,01/07/2016
1873452753,01/01/2016,03/31/2016,8961,GLEN,,GRIMM,0.00,536.00,0.00,0.00,536.00,536.00,1656644392,"EXELON GENERATION COMPANY, LLC",04/12/2016
3733779205,07/01/2019,09/30/2019,16662,MICHAEL,J,MINERVA,0.00,0.00,168.83,0.00,0.00,168.83,2148425495,AMERICAN AIRLINES,10/18/2019
552862137,10/01/2014,12/31/2014,3836,JOHN,A,DOERRER,0.00,324.00,0.00,0.00,324.00,324.00,1703096772,MCDONALD'S CORPORATION,01/06/2015
3188850235,04/01/2019,06/30/2019,16801,YUHONG,A,ZHANG,0.00,0.00,569.00,0.00,0.00,569.00,2148425495,AMERICAN AIRLINES,07/10/2019
1203201285,07/01/2015,09/30/2015,4330,MARINA,Y,FAZ-HUPPERT,0.00,0.00,200.00,0.00,0.00,200.00,3538227539,LOCAL 881 UNITED FOOD AND COMMERCIAL WORKERS,10/12/2015
3963728062,01/01/2012,06/30/2012,3829,THOMAS,,COVERICK,0.00,144.00,0.00,0.00,144.00,244.00,1752892573,"KEYBANC CAPITAL MARKETS, INC",10/15/2012
2568599251,01/01/2017,03/31/2017,16662,MICHAEL,J,MINERVA,0.00,0.00,496.75,0.00,0.00,496.75,2148425495,AMERICAN AIRLINES,04/10/2017
3472358724,01/01/2012,06/30/2012,4255,JOSEPH,E,PILEWSKI,0.00,0.00,0.00,128.97,0.00,1360.97,645722679,FEDERAL-MOGUL CORP.,08/24/2012
3965226255,01/01/2014,03/31/2014,9382,TALAR,,HOVNANIAN,0.00,0.00,0.00,0.00,0.00,75.00,3250083501,IMPERIAL REALTY CO.,04/16/2014
2047530913,04/01/2018,06/30/2018,11701,MICHAEL,,SYNOWIECKI,0.00,0.00,0.00,0.00,0.00,75.00,2147980706,AT&T,01/10/2019
404352358,10/01/2012,12/31/2012,3892,EDWARD,G,SHENOO,2300.00,0.00,0.00,0.00,0.00,2300.00,978761851,ZESPY PROPERTIES OF CHICAGO LLC,01/24/2013
178470527,04/01/2018,06/30/2018,19902,JORGE,M.,GALINDEZ,0.00,0.00,65.00,0.00,0.00,65.00,2273858218,XEROX CORPORATION,07/19/2018
1538143104,01/01/2014,03/31/2014,4339,AMY,S,BRENNAN,0.00,70.00,0.00,0.00,70.00,70.00,2757426331,JPMORGAN CHASE & CO.,06/18/2014
2285484254,10/01/2017,12/31/2017,4333,CLINT,V,BROWN,0.00,130.00,0.00,0.00,130.00,130.00,2763434576,LOCAL 881UNITED FOOD AND COMMERCIAL WORKERS,01/01/2018
2029414188,07/01/2015,09/30/2015,3752,MITCHELL,A,CARRELL,0.00,0.00,25.00,0.00,0.00,45.00,3564044743,LARAMAR KONA REAL ESTATE ASSOCIATES LLC,01/27/2016
2126204961,04/01/2016,06/30/2016,14183,GEORGE,A,ZAKEM,0.00,0.00,626.17,0.00,0.00,626.17,2789498003,NORTHLEAF CAPITAL PARTNERS (CANADA) LTD,07/07/2016
3814437638,01/01/2018,03/31/2018,3996,DONOVAN,W,PEPPER,15000.00,0.00,200.00,0.00,0.00,15450.00,635215541,WALGREEN CO.,04/19/2018
1631847384,01/01/2018,03/31/2018,14301,MICHAEL,T,DEBONVILLE,17352.24,0.00,1453.83,0.00,0.00,18806.07,3206749539,"CAR2GO N.A., LLC",10/16/2018
1789597686,07/01/2013,09/30/2013,3827,MARGARET,M,TINUCCI,0.00,0.00,0.00,0.00,0.00,100.00,3446971204,"MARK IV REALTY GROUP, INC",10/08/2013
2388176160,01/01/2018,03/31/2018,16801,YUHONG,A,ZHANG,0.00,0.00,2262.72,0.00,0.00,2262.72,3255146644,AMERICAN AIRLINES,04/16/2018
923546996,10/01/2019,12/31/2019,24503,TANYA,,ROSIN,0.00,0.00,20.00,0.00,0.00,20.00,47848937,VERIZON,01/17/2020
3390629775,04/01/2017,06/30/2017,16601,KEVIN,R,MALLOY,0.00,0.00,43.15,0.00,0.00,43.15,2663558282,CHICAGO MAGIC LOUNGE,12/18/2017
2641170508,04/01/2013,06/30/2013,4360,LEWIS,,MILLER,0.00,4.28,484.28,0.00,4.28,488.56,4117277579,"XEROX BUSINESS SERVICES, LLC",07/15/2013
3521437749,04/01/2016,06/30/2016,12581,MARC,,DIETRICH,0.00,0.00,46.57,0.00,0.00,46.57,4200687551,MORGAN STANLEY INVESTMENT MANAGEMENT INC.,07/14/2016
2344706821,10/01/2013,12/31/2013,3951,PAUL,A,KOLPAK,0.00,75.00,0.00,286.16,75.00,361.16,2401548949,"LOUKAS, MICHAEL",01/28/2014
762894272,07/01/2019,09/30/2019,11465,MICHAEL,,MENELLI,0.00,0.00,2.50,0.00,0.00,2.50,1309831684,"BARCLAYS CAPITAL, INC.",10/11/2019
694683064,07/01/2013,09/30/2013,8261,BARRY,J,WATERMAN,0.00,13.00,0.00,0.00,13.00,13.00,2087287116,NORTHERN ILLINOIS FIRE SPRINKLER ADVISORY BOARD,11/07/2013
723186566,04/01/2016,06/30/2016,13761,MICHAEL,,AXELROD,0.00,0.00,200.00,0.00,0.00,200.00,1681764518,GLOBETROTTERS ENGINEERING CORP.,12/09/2016
2448692778,01/01/2015,03/31/2015,4202,KATRIINA,,MCGUIRE,0.00,0.00,0.00,0.00,0.00,7.00,2294933842,3401-09 N. SOUTHPORT LLC,12/10/2015
624626616,01/01/2018,03/31/2018,5127,PAT,,DOERR,100.00,150.00,168.00,20.00,150.00,478.00,841403895,HOSPITALITY BUSINESS ASSOC OF CHICAGO,04/20/2018
837464695,10/01/2015,12/31/2015,5361,JAY,,BEASLEY,0.00,0.00,120.97,0.00,0.00,120.97,2937688769,CONSTELLATION ENERGY GROUP,01/18/2016
3157845325,07/01/2012,09/30/2012,6082,ELIZABETH,,KREGOR,0.00,0.00,5.16,0.00,0.00,5.16,3938899747,INSTITUTE FOR JUSTICE,10/18/2012
3809089921,04/01/2014,06/30/2014,3825,MIGUEL,A,SANTIAGO,0.00,500.00,0.00,0.00,500.00,1000.00,265849232,KRAFT FOODS,07/09/2014
1773788113,04/01/2017,06/30/2017,17842,BEN,,MCGARRY,0.00,0.00,400.00,0.00,0.00,400.00,4067158512,KPMG LLP,07/10/2017
1328609439,10/01/2016,12/31/2016,9082,JOSEPH,E,PILEWSKI,0.00,175.31,44.00,0.00,175.31,219.31,2806544094,LAKESHORE BEVERAGE,01/19/2017
257986165,07/01/2013,09/30/2013,6848,PAUL,,CHATALAS,0.00,0.00,0.00,200.00,0.00,200.00,2810535695,"US BANCORP INVESTMENTS, INC",10/18/2013
3006199869,01/01/2013,03/31/2013,4115,ELIZABETH,,LIVELY,0.00,0.00,0.00,0.00,0.00,250.00,385079875,METROPOLITAN CHICAGO HEALTHCARE COUNCIL,04/12/2013
2106775993,07/01/2017,09/30/2017,19002,NICK,,FTIKAS,0.00,75.00,0.00,0.00,75.00,75.00,4283429695,TULLAMORE MGMT LLC C/O JOHN DOWNES,10/20/2017
3293013942,07/01/2015,09/30/2015,4333,CLINT,V,BROWN,0.00,150.00,0.00,0.00,150.00,150.00,1649744828,LOCAL 881UNITED FOOD AND COMMERCIAL WORKERS,10/12/2015
3574259617,01/01/2014,03/31/2014,9121,DEBORAH,,SCHWARTZ,0.00,0.00,0.00,0.00,0.00,35.00,764683378,TURNSTONE DEVELOPMENT CORPORATION,04/17/2014
31322714,10/01/2014,12/31/2014,11281,RENEE,,WADSWORTH,0.00,0.00,766.20,0.00,0.00,766.20,3577397994,ALLIANCE OF AUTOMOBILE MANUFACTURERS,01/09/2015
