Year,LOBBYIST_ID,EMPLOYER_ID,CLIENT_ID,LOBBYIST_SALUTATION,LOBBYIST_FIRST_NAME,LOBBYIST_MIDDLE_INITIAL,LOBBYIST_LAST_NAME,LOBBYIST_SUFFIX,EMPLOYER_NAME,CLIENT_NAME
2014,9481,4673,16882,MRS.,KATHERINE,,JAHNKE-DALE,,DLA PIPER US LLP,A. FINKL & SONS
2016,4052,10208,12088,MR.,CHRISTOPHER,J,DUNN,,"CONLON & DUNN PUBLIC STRATEGIES, INC",GOLDEN APPLE FOUNDATION
2012,4257,4625,12920,MR,THOMAS,P,COFFEY,,THE HAYMARKET GROUP LTD.,CHILDREN'S MEMORIAL HOSPITAL
2014,3925,4281,22163,,JAMES,J,BANKS,,LAW OFFICES OF SAMUEL V.P.BANKS,"NATURAL BUILDING SOLUTIONS, INC. C/O NEAL PATEL"
2017,4074,13969,12411,MR.,TERRY,W,TEELE,,"URBAN STRATEGIES, INC.","AECOM USA, INC."
2016,3847,10183,20093,MR.,GRAHAM,C,GRADY,,TAFT STETTINIUS & HOLLISTER LLP,NORTHWESTERN UNIVERSITY SETLEMENT ASSOCIATION
2014,3991,9781,12275,MRS.,BETH,,DORIA,,BETH DORIA,FEDERATION OF WOMEN CONTRACTORS
2015,3925,4281,26825,MR.,JAMES,J,BANKS,,LAW OFFICES OF SAMUEL V.P.BANKS,JACKIE JOHNSON
2019,9382,4384,46838,MS.,TALAR,,BERBERIAN,,THOMPSON COBURN LLP,PHARMACANN LLC
2018,9481,21003,24561,MRS.,KATHERINE,,JAHNKE-DALE,,DLA PIPER LLP (US),SHAPACK DEVELOPMENT CO.
2013,3740,7081,12140,,MICHAEL,J,KASPER,,"FLETCHER, O'BRIEN, KASPER & NOTTAGE, P.C.",HR GREEN
2012,4160,4525,12691,MR,EDWARD,J,KUS,ESQ,SHEFSKY & FROELICH LTD.,HARPER COURT PARTNERS LLC
2015,5861,12045,26344,MR.,THOMAS,S,MOORE,,ANDERSON & MOORE PC,"OSWALD, JOSEPH"
2017,16601,17421,28922,,KEVIN,R,MALLOY,,FORDE LAW OFFICES LLP,CA TECHNOLOGIES INC
2019,4020,23405,12411,MR.,JAY,D,DOHERTY,,JAY DOHERTY,"AECOM USA, INC."
2014,3847,10183,22822,MR.,GRAHAM,C,GRADY,,TAFT STETTINIUS & HOLLISTER LLP,"1433 WELLS, LLC"
2015,9743,8381,13185,MR.,MICHAEL,,ALEXANDER,,"ALEXANDER & BOROVICKA GOVERNMENT SOLUTIONS, LLC",GENERAL IRON INDUSTRIES
2020,3782,11521,35741,,MARA,S,GEORGES,,"DALEY AND GEORGES, LTD.",CROWN CASTLE NG CENTRAL LLC
2020,3817,16001,11780,MRS.,BRANDY,,JOHNSON-WARD,,"HARVESTONS SECURITIES, INC",HARVESTONS SECURITIES INC
2015,4169,12064,22102,MS.,MARIAH,,DIGRINO,,DLA PIPER LLP (US),"THREE CORNERS DEVELOPMENT, INC."
2018,3753,22801,36481,MR.,LANGDON,D,NEAL,,"NEAL & LEROY, LLC",ASCENDANCE PARTNERS
2017,14121,10183,29463,MS.,O. KATE,,TRAGESSER,,TAFT STETTINIUS & HOLLISTER LLP,"PMA MCD, INC."
2013,3739,7081,11556,MR.,COURTNEY,C,NOTTAGE,,"FLETCHER, O'BRIEN, KASPER & NOTTAGE, P.C.","DOMINION VOTING SYSTEMS, INC"
2017,5962,15702,12818,MR.,DAVID,M,GONZALEZ,,TRI-ANGLE FABRICATION & BODY CO.,"TRI-ANGLE FABRICATION & BODY CO., INC."
2014,4082,4444,12547,MR.,THOMAS,E,LIVINGSTON,,CSX CORPORATION,CSX CORPORATION
2015,4016,12064,24544,MS.,ELIZABETH,H,FRIEDGUT,,DLA PIPER LLP (US),"182 W. LAKE, LLC"
2016,6825,4711,32442,,AMY,,KURSON,,REYES KURSON,"V3 CAPITAL, LLC"
2017,5721,17941,38901,MR.,GENE,C,SCHULTER,,EUGENE C. SCHULTER,PARQEX
2019,3890,17222,45706,MS.,KATHLEEN,A,DUNCAN,,AKERMAN LLP,701 WEST FULLERTON LLC
2011,4092,4864,12562,MR,THOMAS,,DUFFY,ESQ,"WILDMAN, HARROLD, ALLEN & DIXON, LLP","RANDOLPH TOWER CITY APARTMENTS, LLC"
2018,3992,13661,32564,MS.,VIRGINIA,,PACE,,LIGHTEN-GALE LLC D/B/A LIGHTENGALE GROUP,CONCORD SHERIDAN LP
2017,15683,16501,34905,MR.,KEVIN,,SCHUYLER,,RICE FINANCIAL PRODUCTS COMPANY,RICE FINANCIAL PRODUCTS COMPANY
2019,19001,4281,46917,,SARA,,BARNES,,LAW OFFICES OF SAMUEL V.P.BANKS,LEE BAKER
2011,4010,4367,12375,MR,RICHARD,,KLAWITER,,DLA PIPER US LLP,UNIVERSITY OF CHICAGO
2015,9743,8381,18801,MR.,MICHAEL,,ALEXANDER,,"ALEXANDER & BOROVICKA GOVERNMENT SOLUTIONS, LLC","SSP AMERICA, INC."
2020,12801,16282,47375,MR.,JONATHAN,L,MECKSTROTH,,MASTER METER,MICHAEL GRILLO
2019,3782,11521,21604,,MARA,S,GEORGES,,"DALEY AND GEORGES, LTD.",SAVAGE SERVICES CORP.
2018,9382,4384,26144,MS.,TALAR,,BERBERIAN,,THOMPSON COBURN LLP,JAB MERGER LLC
2020,4202,4384,47107,MS.,KATRIINA,,MCGUIRE,ESQ.,THOMPSON COBURN LLP,REBEL HOSPITALITY LLC
2020,21161,25027,36321,,RICHARD,,WEST,,RICHARD WEST,"MILLENNIUM PARKING CONCESSIONS, LLC, MILLENNIUM PARKING HOLDINGS, LLC, MILLENNIUM PARKING GARAGES, LLC"
2011,4084,4446,12550,MR,RICHARD,L,INGRAM,,SHEFSKY & FROELICH LTD.,MUSIC AND DANCE THEATER CHICAGO
2018,3847,10183,41891,MR.,GRAHAM,C,GRADY,,TAFT STETTINIUS & HOLLISTER LLP,BEL HARBOUR CONDOMINIUM ASSOCIATION
2019,24309,20761,41501,MR.,MATTHEW,,DARST,,CONDUENT INCORPORATED,CONDUENT INCORPORATED
2018,13202,10922,44647,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY & SCHWARTZ, LTD.",COMPASS REAL ESTATE
2017,3864,12085,29801,MS.,SYLVIA,C,MICHAS,,"CHICO & NUNES, P.C.",BELVEDERE FINANCIAL LLC
2016,15425,15381,32421,MR.,RUSHDA,,MUSTAFA,,"STIFEL, NICOLAUS & CO., INC.","STIFEL, NICOLAUS & CO., INC."
2013,4052,5661,14869,MR.,CHRISTOPHER,J,DUNN,,"CONLON & DUNN PUBLIC STRATEGIES, INC",XEROX STATE & LOCAL SOLUTIONS
2012,4310,4681,13046,MR,KEITH,J,KELLEHER,,SEIU HEALTH CARE IL/IN,SEIU HEALTH CARE IL%2FIN
2013,4103,4106,18282,MS.,MARY,E,GEORGE,,"NEAL & LEROY, LLC","ASSET ALOFT, LLC"
2016,4069,15081,12501,MR.,STEVEN,D,FRIEDLAND,,"APPLEGATE & THORNE-THOMSEN, PC",HOLSTEN DEVELOPMENT CORP.
2012,4160,4525,12692,,EDWARD,J,KUS,ESQ,SHEFSKY & FROELICH LTD.,SECURITY PROPERTIES INC
2018,6842,21821,26848,MR.,JOHN,J,GEORGE,,AKERMAN LLP,GIBSONS RESTAURANT GROUP
2016,4298,8141,16344,MR.,JOHN,J,LAWLOR,,DENTON US LLP,STERLING BAY COMPANIES
2017,3852,12064,24553,MR.,ROBERT,H,GOLDMAN,,DLA PIPER LLP (US),MARK GOODMAN
2014,4169,4673,21174,MS.,MARIAH,,DIGRINO,,DLA PIPER US LLP,VHNA ACQUISITION LP
2017,3899,10208,12452,MR.,KEVIN,,CONLON,,"CONLON & DUNN PUBLIC STRATEGIES, INC","HUMANA, INC."
2018,20943,22122,20961,MR.,JACK,,LAVIN,,CHICAGOLAND CHAMBER OF COMMERCE,CHICAGOLAND CHAMBER OF COMMERCE
2015,6842,12111,27641,MR.,JOHN,J,GEORGE,,"SCHUYLER, ROCHE & CRISHAM, P.C.",COMMONWEALTH EDISON CO
2011,6842,4359,12311,MR,JOHN,J,GEORGE,,DALEY AND GEORGE LLP,"900 S. CLARK ASSOCIATES, LLC"
2013,6842,7829,20106,MR.,JOHN,J,GEORGE,,"SCHUYLER, ROCHE & CRISHAM PC",MERCHANDISE MART
2015,6842,12111,12299,MR.,JOHN,J,GEORGE,,"SCHUYLER, ROCHE & CRISHAM, P.C.",CENTRAL STATION LLC
2012,3881,4236,12049,MS,LEE,A,ROBERTSON,,"SCHAIN, BURNEY, BANKS & KENNY, LTD","CHILDREN'S ACADEMY OF AMERICA, LLC D%2FB%2FA LITTLE GREEN TREE HOUSE"
2019,4019,12085,11581,,ROBERT,S,MARKIN,,"CHICO & NUNES, P.C.",SOLOMON CORDWELL BUENZ
2012,3892,4248,12078,MR,EDWARD,G,SHENOO,,EDWARD SHENOO,ZESPY PROPERTIES OF CHICAGO LLC
2020,23481,4384,41792,MR.,DANIEL,,NORTH,,THOMPSON COBURN LLP,"GRAND PROPERTIES FRANKLIN, LLC / THE WOLCOTT GROUP"
2011,4396,4790,13454,MR,PETER,G,HALPIN,,"DUTKO WORLDWIDE, LLC","KEANE, INC"
2020,3788,4143,45900,MR.,JEAN-FRANCOIS,,DECAUX,,JCDECAUX SA,JCDECAUX SA
2014,3754,5063,21013,MR.,THEODORE,J,BRUNSVOLD,,"ILLINOIS GOVERNMENTAL CONSULTING GROUP, LLC","DAVID MASON & ASSOCIATES OF ILLINOIS, LTD."
2020,13761,23461,20361,MR.,MICHAEL,,AXELROD,,GPG STRATEGIES,"LAZ PARKING CHICAGO, LLC"
2017,6842,17222,28044,MR.,JOHN,J,GEORGE,,AKERMAN LLP,PORRITT GROUP LLC
2012,3756,4111,11660,MR,JEFFREY,A,DIXON,,"DIXON AND COMPANY, INC.",FIFTH THIRD BANK
2012,4052,5661,12457,MR,CHRISTOPHER,J,DUNN,,"CONLON & DUNN PUBLIC STRATEGIES, INC",GOLDEN APPLE FOUNDATION
2013,4007,4134,14282,MR.,JOHN,J,"KELLY, JR.",,"ALL-CIRCO, INC.","KRONOS, INC"
2017,4624,10362,28881,,WILLIAM,F,SMITH,,CORNERSTONE GOVERNMENT AFFAIRS,CITGO PETROLEUM
2012,4202,4569,12813,,KATRIINA,,MCGUIRE,,"SCHAIN, BURNEY, BANKS & KENNY, LTD",JACKSON ABERDEEN VENTURES LLC
2014,4397,6608,23741,MR.,WARREN,E,SILVER,,SILVER LAW OFFICE,"HARRIS, MICHAEL"
2017,18741,19221,18961,MR.,THOMAS,,RICKETTS,,"CHICAGO CUBS BASEBALL CLUB, LLC","CHICAGO CUBS BASEBALL CLUB, LLC"
2014,4202,10921,20305,MS.,KATRIINA,,MCGUIRE,,"SCHAIN, BANKS, KENNY & SCHWARTZ, LTD.","SNL REALTY, LLC"
2011,3847,4202,13355,MR,GRAHAM,C,GRADY,,K & L  GATES LLP,"OXFORD CAPITAL GROUP, LLC"
2017,15421,4384,24821,MS.,SHANNON,R,SHEEHAN,,THOMPSON COBURN LLP,LAKESHORE RECYCLING SYSTEMS
2014,4169,4673,21173,MS.,MARIAH,,DIGRINO,,DLA PIPER US LLP,"UGP-200 WEST RANDOLPH, LLC"
2018,22583,22602,44322,,RICHARD,,CONSTABLE,,"MSG SPORTS & ENTERTAINMENT, LLC","MSG SPORTS & ENTERTAINMENT, LLC"
2017,3753,12642,36442,MR.,LANGDON,D,NEAL,,"NEAL & LEROY, LLC","PINNACLE ENTERPRISES, LLC"
2020,14081,10279,28141,MR.,MICHAEL,D,NOONAN,,FOLEY & LARDNER LLP,CONDOR PARTNERS LLC
2013,3834,7728,12607,MR.,DANIEL,C,SPREHE,,J.P. MORGAN CHASE,JP MORGAN CHASE
2012,4010,4367,12378,MR,RICHARD,,KLAWITER,,DLA PIPER US LLP,WRIGLEY COMPANY
2018,20603,20941,38801,,MELIA,,CARTER,,VERIZON,VERIZON
2016,3734,11681,28383,MS.,MARILYN,F,KATZ,,MK COMMUNICATIONS,PRESERVATION OF AFFORDABLE HOUSING
2011,3927,4283,13543,MR,MAZONNE,M,JACKSON,,ROOSEVELT GROUP,REYES & BONOMA
2019,4011,21003,45853,MR.,THEODORE,J,NOVAK,,DLA PIPER LLP (US),"UPTOWN HM INVESTMENTS, LLC"
2014,3760,7348,16221,MR.,ANTHONY,N,FRATTO,,GEORGE K. BAUM & CO.,GEORGE K. BAUM & COMPANY
2020,3900,20978,15903,MR.,NICOLAS,,CLOCHARD-BOSSUET,,"JCDECAUX NORTH AMERICA, INC.","INTERSTATE JCDECAUX, LLC"
2011,3881,4236,13465,MS,LEE,A,ROBERTSON,,"SCHAIN, BURNEY, BANKS & KENNY, LTD","CHRYCZXY, WOJCIECH"
2014,4245,9782,15250,MS.,DEBORAH,A,FAKTOR,,"POLSKY & ASSOCIATES, LTD",INLAND REAL ESTATE
2015,11561,12181,26605,MR.,PETER,,EISENBERG,,CLARK STREET DEVELOPMENT,THE FIELDS RETAIL LLC
2019,19681,15781,33642,,NICOLE,A,ELAM,,JPMORGAN CHASE HOLDINGS LLC,JPMORGAN CHASE HOLDINGS LLC
2016,3753,12642,12564,MR.,LANGDON,D,NEAL,,"NEAL & LEROY, LLC",UNIVERSITY OF CHICAGO
2019,4010,21003,41265,MR.,RICHARD,,KLAWITER,,DLA PIPER LLP (US),NORTHPOINT DEVELOPMENT
2013,6825,4711,12544,,AMY,,KURSON,,REYES KURSON,"JCDECAUX CHICAGO, LLC"
2012,3740,4095,11561,MR,MICHAEL,J,KASPER,,"FLETCHER, O'BRIEN, KASPER & NOTTAGE, PC",HR GREEN
2014,5861,10441,24042,MR.,THOMAS,S,MOORE,,ANDERSON & MOORE P.C.,"KRIEGER, CORY"
2012,5601,6061,15421,MR.,BRUCE,,ADELSON,,FEDERAL COMPLIANCE CONSULTING LLC,COLUMBUS REGIONAL AIRPORT AUTHORITY
2014,8162,4846,23169,MR.,GERY,J.,CHICO,,"CHICO & NUNES, PC",SITA
2019,14821,20968,28763,,JAY,,CURTIS,,"JAY CURTIS CONSULTING, LLC",LYFT
2013,3849,4204,16920,MS.,LAURA,A,CAREY,,ARNOLD SCOTT HARRIS PC,ARNOLD SCOTT HARRIS PC
2019,3962,17222,45702,MR.,CHRIS,A,LEACH,,AKERMAN LLP,HAMMES COMPANY
2016,3915,6442,15804,,CRAIG,,MCKENNA,,MORGAN STANLEY & CO.  LLC,MORGAN STANLEY & CO. LLC
2013,4116,4722,20681,MR.,JEROME,S,SCHAIN,,"SCHAIN, BURNEY, BANKS & KENNY, LTD",CHICAGO DEVELOPMENT CORP
2017,3739,7081,28861,MR.,COURTNEY,C,NOTTAGE,,"FLETCHER, O'BRIEN, KASPER & NOTTAGE, P.C.","AIRBNB, INC."
2015,3925,4281,26826,MR.,JAMES,J,BANKS,,LAW OFFICES OF SAMUEL V.P.BANKS,FAIZ KHAN
2014,6848,4486,12436,MR.,PAUL,,CHATALAS,,US BANCORP,US BANK MUNICIPAL SECURITIES GROUP
2015,4272,12117,24676,MS.,CONSTANCE,A,ZAIO,,NEW ALBERTSONS D/B/A JEWEL-OSCO,NEW ALBERTSONS D/B/A JEWEL-OSCO
2017,3997,16662,40341,MR.,DAVID,,NAREFSKY,,MAYER BROWN LLP,UNITED STATES STEEL CORPORATION
2013,3804,4827,12448,MR.,DEREK,W.,CHAUVETTE,,KEYBANK NATIONAL ASSOCIATION,"KEYBANC CAPITAL MARKETS, INC"
2015,3744,4261,16911,MR.,TIMOTHY,J,DART,,NICOLAY & DART LLC,"CLEAR CHANNEL OUTDOOR, INC.,D/B/A CLEAR CHANNEL AIRPORTS"
2011,3872,4227,12035,MR,VINCENT,A,RICCO,,"ALLIED TELESIS, INC","ALLIED TELESIS, INC"
2013,5823,4664,12985,,MAURICE,,CAMPBELL,,BNY MELLON,BNY MELLON
2020,9481,12064,47045,MRS.,KATHERINE,C.,JAHNKE-DALE,,DLA PIPER LLP (US),R2 COMPANIES
2011,3986,4343,12265,MR,RICHARD,,WENDY,,FREEBORN & PETERS LLP,DJ ACQUISITIONS LLC
2017,19181,7553,39641,MS.,MICHELLE,,NAKFOOR,,"TAWANI ENTERPRISES, INC.",TAWANI ENTERPRISES INC
2016,14663,4956,12137,MRS.,MELISSA,,WASHINGTON,,COMED,COMED
2019,9603,23202,14046,MR.,JEFF,,ALBERT,,MARKOFF LAW LLC,CITY OF CHICAGO
2016,4246,10183,25621,MR.,JOSEPH,P.,GATTUSO,,TAFT STETTINIUS & HOLLISTER LLP,"11 SOUTH LASALLE HOTEL PARTNERS, LLC"
2013,3753,4106,18263,MR.,LANGDON,D,NEAL,,"NEAL & LEROY, LLC",MERCY HOME FOR BOYS & GIRLS
2017,3962,18621,24680,MR.,CHRIS,A,LEACH,,AKERMAN LLP,LP VENTURES LLP
2013,4064,4425,12636,MR.,WILLIAM,M,FILAN,,WILLIAM FILAN LTD,"MACQUARIE INFRASTRUCTURE AND REAL ASSETS, INC"
2019,4125,23386,43287,MR.,KAREEM,,MUSAWWIR,,KAREEM    MUSAWWIR,VISION LAND LLC
2017,6842,12111,32066,MR.,JOHN,J,GEORGE,,"SCHUYLER, ROCHE & CRISHAM, P.C.",OPORTUN
2014,4300,4106,14765,MS.,TERRANCE,L,DIAMOND,,"NEAL & LEROY, LLC",PUBLIC BUILDING COMMISSION OF CHICAGO
2015,4017,4653,11858,MR.,JOHN,M,MATTERN,,BMO HARRIS BANK NA,BMO HARRIS BANK NA
2017,15101,4822,31801,MR.,JAMIL,,MUHAMMAD,,COMED,COMED
2018,3820,16001,11780,MR.,MORGAN,,BASSEY,,"HARVESTONS SECURITIES, INC",HARVESTONS SECURITIES INC
2020,4010,21040,28610,MR.,RICHARD,F.,KLAWITER,,DLA PIPER LLP (US),TUCKER DEVELOPMENT
2012,4278,4647,15321,,HOMERO,,TRISTAN,,TRISTAN & CERVANTES,"REACT PRESENTS, INC"
2020,20841,21401,46966,,LATASHA,R,THOMAS,,CLARK HILL PLC,MRJP VENTURES LLC
2018,3930,7081,41141,MR.,DAVID,M,DRING,7043297,"FLETCHER, O'BRIEN, KASPER & NOTTAGE, P.C.",TUK TUK CHICAGO
2020,4068,10279,47298,MS.,DONNA,J,PUGH,,FOLEY & LARDNER LLP,ACREAGE HOLDINGS
2018,14921,13950,34864,,PATRICK,,CAREY,,MCGUIREWOODS CONSULTING,NORTH HIGHLAND
2014,4348,10922,21441,MR.,WILLIAM,JP,BANKS,,"SCHAIN, BANKS, KENNY & SCHWARTZ, LTD.",FLETCHER JONES MANAGEMENT GROUP
2012,3940,4296,12169,MS,ERIKA,L,KRUSE,,JOHNSTON GREENE LLC,"JD REAL ESTATE, INC"
2018,18822,4543,34362,MR.,JOHN,A,ESCOBAR,,TRISTAN & CERVANTES,CROWN CASTLE NG CENTRAL LLC
2011,3962,4825,12211,MR,CHRIS,A,LEACH,,DALEY AND GEORGE LLP,CENTRAL STATION LLC
2012,3831,4186,11821,MR,MYLES,D,BERMAN,,"FOLEY & LARDNER, LLP","BAKER TILLY VIRCHOW KARUSE, LLP"
2017,11701,11521,39463,MR.,MICHAEL,,SYNOWIECKI,,"DALEY AND GEORGES, LTD.","BRITE LOGISTICS, INC."
2012,3864,4219,11917,MS,SYLVIA,C,MICHAS,,"CHICO & NUNES, PC",CASH AMERICA INTERNATIONAL
2015,4155,4519,16807,MR.,THOMAS,J,MURPHY,ESQ,"THOMAS J. MURPHY, P.C.",OUTSELLING INC.
2013,6922,7682,15882,MR.,THOMAS,O,IX,,"STRADLEY, RONON, STEVENS & YOUNG LLP","INTERSTATE OUTDOOR ADVERTISING, L.P."
2013,5962,6281,12964,MR.,DAVID,M,GONZALEZ,,"TRI-ANGLE FABRICATION & BODY CO., INC","TRI-ANGLE FABRICATION & BODY CO., INC."
2014,3744,7569,11588,MR.,TIMOTHY,J,DART,,NICOLAY & DART LLC,MICROSOFT CORPORATION
2017,13282,15961,34705,,MADELEINE,R,HILL,,MADELEINE HILL,LIFETIME FITNESS
2019,17201,18001,16028,MR.,THOMAS,,RAINES,,"THOMAS R. RAINES ATTORNEY AT LAW, LLC","SOUTH WATER SIGNS, LLC"
2014,4343,10502,12423,,PATRICK,D,THOMPSON,,"BURKE, WARREN, MACKAY & SERRITELLA, P.C.",TITAN OUTDOOR LLC
2013,4239,4607,17781,MR.,KEVIN,J,WOLFBERG,,"SCHAIN BURNEY ROSS & CITRON, LTD",K HOVNANIAN HOMES
2018,3985,10961,40782,MR.,PAUL,,ROSENFELD,,"GOVERNMENT NAVIGATION GROUP, INC",SKINNY LABS INC
2013,4082,4444,12547,MR.,THOMAS,E,LIVINGSTON,,CSX CORPORATION,CSX CORPORATION
2014,3805,4605,17102,MS.,EILEEN,M,MITCHELL,,AT&T ILLINOIS,AT&T ILLINOIS
2018,3744,21361,11592,MR.,TIMOTHY,J,DART,,NICOLAY & DART LLC,AON CORPORATION
2019,4020,23405,36701,MR.,JAY,D,DOHERTY,,JAY DOHERTY,S. H. BELL COMPANY
2014,3882,10145,12665,MR.,FRANK,J,OLIVO,,FRANK OLIVO,COMMONWEALTH EDISON
2020,10921,11521,45042,,WILLIAM,,O'DONAGHUE,,"DALEY AND GEORGES, LTD.","SPARE TIME, INC."
2017,13282,15962,22701,,MADELEINE,R,HILL,,MADELEINE HILL,WIRTZ REALTY CORPORATION
2017,4302,10241,15805,,WILLIAM,,MACK,,MORGAN STANLEY & CO.  LLC,MORGAN STANLEY & CO. LLC
2017,8761,9861,13795,MS.,COURTNEY,,SHEA,,"COLUMBIA CAPITAL MANAGEMENT, LLC",CHICAGO TRANSIT AUTHORITY
2015,6524,6861,22701,MR.,ALLEN,F,JOHNSON,,MACROSTIE HISTORIC ADVISORS LLC,WIRTZ REALTY CORPORATION
2015,8742,9321,16946,,LANCE,C,TYSON,,KUTAK ROCK LLP,KUTAK ROCK LLP
2017,4157,16041,37086,MS.,BRIDGET,M,O'KEEFE,,DASPIN & AUMENT LLP,THE GLAZIER CORPORATION
2011,4298,4668,12998,MR,JOHN,J,LAWLOR,,SNR DENTON US LLP,"ZCOF CHICAGO HOTEL, LLC"
2020,13942,17621,35003,,EFRAIN,,ELIAS,,SEIU LOCAL 1,SEIU LOCAL 1
2015,3962,12111,24983,MR.,CHRIS,A,LEACH,,"SCHUYLER, ROCHE & CRISHAM, P.C.",HOME DEPOT
2018,6825,16802,44901,,AMY,,KURSON,,"REYES KURSON, LTD.",ILLINOIS GAMING SYSTEMS LLC
2015,3833,12064,21181,MR.,PAUL,W,SHADLE,,DLA PIPER LLP (US),"PODMAJERSKEY, INC."
2017,13702,16802,38641,MR.,JACOB,,RINGER,,"REYES KURSON, LTD.",5712 WASHTENAW LLC
2020,13761,23461,47183,MR.,MICHAEL,,AXELROD,,GPG STRATEGIES,OLD VETERAN CONSTRUCTION
2020,23523,23643,39421,MR.,CURTIS,,HARRIS,,RICE FINANCIAL PRODUCTS COMPANY,CITY OF CHICAGO
2012,3919,4275,12123,MR.,GREGG,,GRAINES,,DLA PIPER US LLP,FIFTH THIRD BANK
2014,3930,7081,16441,MR.,DAVID,M,DRING,,"FLETCHER, O'BRIEN, KASPER & NOTTAGE, P.C.",SECURITIES INDUSTRY AND FINANCIAL MARKETS ASSOCIATION
2017,13561,5361,14541,MR.,STEPHEN,,BROKAW,,GOOGLE INC.,GOOGLE INC.
2015,3760,6881,16712,MR.,ANTHONY,N,FRATTO,,GEORGE K. BAUM & COMPANY,GEORGE K. BAUM & CO.
2014,4238,10926,14773,MR.,PATRICK,T,BRANKIN,,"SCHAIN, BANKS, KENNY & SCHWARTZ, LTD.",CAI RESTAURANT
2013,4199,4566,17226,,DANIEL,A,DOCEL,,ENERNOC INC.,ENERNOC INC.
2016,4299,14122,21262,MR.,JOHN,,IBERL,,COMMUNITY CURRENCY EXCHANGE ASSN OF IL,"COMMUNITY CURRENCY EXCHANGE ASSN OF IL, INC"
2017,6842,17222,20104,MR.,JOHN,J,GEORGE,,AKERMAN LLP,MOODY BIBLE INSTITUTE
2016,10561,11361,22681,MR.,BAIRD,S,ALLIS,,LOCKE LORD LLP,LUCAS MUSEUM OF NARRATIVE ART
2018,4233,12642,13878,MR.,SCOTT,,BORSTEIN,,"NEAL & LEROY, LLC",BRONZEVILLE ASSOCIATES LIMITED PARTNERSHIP
2016,4260,10270,28723,MR.,MICHAEL,R,LUFRANO,,"CHICAGO CUBS BASEBALL CLUB, LLC",HICKORY STREET DEVELOPMENT LLC
2019,12721,17803,47323,,JORDAN,,MATYAS,,1818 ADVOCACY GROUP,YESHIVAS MEOR HATORAH OF CHICAGO
2017,3743,12085,41183,MR.,MARCUS,J.,NUNES,,"CHICO & NUNES, P.C.",THE MISSNER GROUP
2019,4723,5122,41797,,RON,,TABACZYNSKI,,BUILDING OWNERS AND MANAGERS ASSOCIATION OF CHICAGO (BOMA/CHICAGO),BUILDING OWNERS AND MANAGERS ASSOCIATION OF CHICAGO
2019,3751,23665,12366,MS.,AMAL,,SHAQILDI,,"NEAL & LEROY, LLC",RUSH UNIVERSITY MEDICAL CENTER
2014,4196,7041,18783,MR.,ELVIN,E,CHARITY,,"CHARITY & ASSOCIATES, P.C.","CHICAGO PERISHABLE CENTER, LLC"
2014,4055,6541,14040,MS.,ANN,T,MORONEY,,"JOHNSON RESEARCH GROUP, INC.",CHICAGO PUBLIC SCHOOLS
2018,7961,16182,36486,MR.,JOHN,D,CRAMER,,"MACROSTIE HISTORIC ADVISORS, LLC",THE BISHOP AND TRUSTEES OF THE PROTESTANT EPISCOPAL CHURCH
2014,4072,8381,23301,MR.,JOHN,L,BOROVICKA,,"ALEXANDER & BOROVICKA GOVERNMENT SOLUTIONS, LLC","LMG2, LLC"
2012,4193,4560,12780,MR,JOHN,F,DUNN,III,MCGUIRE WOODS CONSULTING LLC,PNC BANK
2019,9601,4107,41860,MR.,ROGER,H,BICKEL,,FREEBORN & PETERS LLP,"CHICAGO BEARS FOOTBALL CLUB, INC."
2015,3995,12064,24613,MR.,DAVID,L,REIFMAN,,DLA PIPER LLP (US),VHNA ACQUISITIONS LP
2013,3882,7263,12665,,FRANK,J,OLIVO,,FRANK J. OLIVO,COMMONWEALTH EDISON
2019,23661,23861,46161,MR.,T.J.,,BIRKEL,,DARDEN RESTAURANTS,DARDEN RESTAURANTS
2019,6825,16464,42041,,AMY,,KURSON,,"REYES KURSON, LTD.","COMPUTER AID, INC."
2015,3964,12089,12449,MRS.,MARY KAY,,BONOMA,,ILLINOIS RESTAURANT ASSOCIATION,ILLINOIS RESTAURANT ASSOCIATION
2013,4246,7341,16704,OTHER,JOSEPH,P.,GATTUSO,,SHEFSKY & FROELICH LTD.,"KENNEDY-JORDAN MANOR, LLC"
2016,6842,10482,12331,MR.,JOHN,J,GEORGE,,"SCHUYLER, ROCHE & CRISHAM, P.C.",HINES CORP
2020,4094,24950,46566,MS.,DANIELLE,,CASSEL,,VEDDER PRICE PC,PRIMO CENTER FOR WOMEN AND CHILDREN
2016,3845,13944,31604,MR.,ROLANDO,R,ACOSTA,,ROLANDO ACOSTA,NUMED RX LLC
2018,7461,10141,17182,MS.,MARTHA,D,BAILEY,8341381,"JCDECAUX NORTH AMERICA, INC","INTERSTATE JC DECAUX, LLC"
2014,3890,10501,17236,MS.,KATHLEEN,A,DUNCAN,,"SCHUYLER, ROCHE & CRISHAM, P.C.","BREHENY, MICHAEL"
2020,18703,4628,28722,MR.,CARL,,RICE,,"CHICAGO CUBS BASEBALL CLUB, LLC",HSC PLAZA AND BUILDING OPERATIONS LLC
2018,18181,16802,32467,MR.,JOHN,R,DALEY,,"REYES KURSON, LTD.",OLD TOWN TRIANGLE ASSOCIATION
