Year,EMPLOYER_ID,NAME,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,COUNTRY,PHONE,FAX,CREATED_DATE,ACTIVE
2016,1778208865,"GREENWICH STREET COMMUNITY CAPITAL, LLC",150 E. 52ND STREET,SUITE 4002,NEW YORK,NY,10022,UNITED STATES,212294-1327,,05/13/2016,Y
2018,3244635313,CUMMINS SALES AND SERVICE,7145 SANTA FE DRIVE,,HODGKINS,IL,60525,UNITED STATES,708-482-2876,708-482-6455,01/21/2017,Y
2012,156486524,US BANCORP,461 5TH AVENUE,,NEW YORK,NY,10017,UNITED STATES,877-356-6249,,,Y
2017,1704197706,"BELGRAVIA GROUP, LTD.",1101 W. MONROE ST,,CHICAGO,IL,60607,UNITED STATES,312-751-2777,,05/08/2017,Y
2016,1074451882,MELTZER PURTILL & STELLE,300 SOUTH WACKER DRIVE,SUITE 2300,CHICAGO,IL,60606,UNITED STATES,3124616194,3129879854,01/07/2016,Y
2011,1842416303,UNGARETTI & HARRIS LLP,3500 THREE FIRST NATIONAL PLAZA,,CHICAGO,IL,60602,UNITED STATES,312-977-4377,312-977-4405,,Y
2017,1353203022,TERRY CORNELL,3400 WEST 111TH STREET,#135,CHICAGO,IL,60655,UNITED STATES,312-909-1821,,07/03/2017,Y
2014,841239704,NORTHERN TRUST CORPORATION,50 S. LASALLE ST.,,CHICAGO,IL,60603,UNITED STATES,312-444-3965,312-630-159,,Y
2013,844861729,FIRST SOUTHWEST COMPANY,525 VINE ST.,STE 2300,CINCINNATI,OH,45202,UNITED STATES,513-835-6658,513-381-8444,09/13/2013,Y
2011,3817299075,"KAREEM MUSAWWIR, LLC",221 N. LASALLE ST.,,CHICAGO,IL,60601,UNITED STATES,773-732-5189,773-341-4417,,Y
2014,2402174147,MICHAEL ABRAMSON,300 W. ADAMS STREET,SUITE 409,CHICAGO,IL,60606,UNITED STATES,312-876-7155,312-876-6255,01/21/2014,Y
2015,651398807,LIGHTEN-GALE LLC D/B/A LIGHTEN-GALE GROUP,"39 S LASALLE ST, STE. 808",,CHICAGO,IL,60603,UNITED STATES,312-920-1500,312-533-2828,01/16/2014,Y
2019,2917444572,CITIGROUP GLOBAL MARKETS INC.,388 GREENWICH ST.,8TH FLOOR,NEW YORK,NY,10013,UNITED STATES,212723-5621,,01/16/2019,Y
2017,3575776108,UNITED AIRLINES,233 S. WACKER DRIVE,,CHICAGO,IL,60606,UNITED STATES,872825-3851,872825-0066,01/13/2017,Y
2015,157193706,LOCAL 881 UNITED FOOD & COMMERCIAL WORKERS,10400 W. HIGGINS RD 5TH FLR,,ROSEMONT,IL,60018,UNITED STATES,847-294-5064,847-759-7106,,Y
2018,2288256900,THE INTELLIGENCE GROUP,2907 S WABASH AVE,UNIT 201,CHICAGO,IL,60616,UNITED STATES,3125936912,,01/23/2018,Y
2015,1871145365,"GOLD COAST TICKETS, LTD.",908 W. MADISON,,CHICAGO,IL,60607,UNITED STATES,312-644-6446,312-644-1426,,Y
2012,2832345434,SEIU ILLINOIS COUNCIL,"111 E. WACKER DR., STE. 2500",,CHICAGO,IL,60601,UNITED STATES,312-233-8785,312-233-8837,,Y
2012,3562010665,UNISYS CORP.,"1 E. WACKER DR., STE. 2350",,CHICAGO,IL,60601,UNITED STATES,312-953-1340,,,Y
2020,939065698,METRUS ENERGY,"5 THIRD STREET, SUITE 822",,SAN FRANCISCO,CA,94103,UNITED STATES,9497012774,,05/29/2019,Y
2019,710623519,"UBER TECHNOLOGIES, INC. AND AFFILIATES",1455 MARKET STREET,4TH FLOOR,SAN FRANCISCO,CA,94103,UNITED STATES,202-794-7387,,06/19/2018,Y
2019,2156413839,U.S. BANCORP,800 NICOLLET MALL,BC-MN-H15F,MINNEAPOLIS,MN,55402,UNITED STATES,612-303-9082,,08/05/2013,Y
2014,4096447028,JEFFERIES LLC,"520 MADISON AVE., 8TH FLR",,NEW YORK,NY,10022,UNITED STATES,212-707-6427,212-909-9920,01/18/2014,Y
2019,1137808590,DLA PIPER LLP (US),444 W. LAKE STREET,,CHICAGO,IL,60606,UNITED STATES,312-368-4000,,01/16/2018,Y
2017,1077778035,PRIME THERAPEUTICS LLC,1305 CORPORATE CENTER DRIVE,,EAGAN,MN,55121,UNITED STATES,804834-2626,,10/04/2017,Y
2013,2546470433,UNISYS CORP.,"1 E. WACKER DR., STE. 2350",,CHICAGO,IL,60601,UNITED STATES,312-6443463,3126446493,01/16/2013,Y
2015,1925346228,SKYWAY CONCESSION COMPANY LLC,205 N. MICHIGAN AVENUE,SUITE 2510,CHICAGO,IL,60601,UNITED STATES,312-552-7100,,01/08/2013,Y
2014,1385604761,BAKER HOSTETLER,1050 CONNECTICUT AVE,SUITE 1100,WASHINGTON,DC,20036,UNITED STATES,2028611500,,03/15/2013,Y
2019,472720125,UNIVERSAL BOOT INC.,747 MELOCHE AVE,,"DORVAL, QUEBEC",NY,H9P 2S4,CANADA,514-631-5005,514-631-4114,10/24/2016,Y
2018,3408834248,LOOP CAPITAL MARKETS LLC,111 WEST JACKSON BOULEVARD,SUITE 1901,CHICAGO,IL,60604,UNITED STATES,312-913-4900,312-922-7137,12/20/2012,Y
2011,810457322,"REPUBLIC SERVICES, INC",18500 N. ALLIED WAY,,PHOENIX,AZ,85054,UNITED STATES,480-627-2375,480-627-7104,,Y
2011,1756340537,J C DECAUX NA,"3 PARK AVENUE, 33RD FLOOR",,NEW YORK,NY,10016,UNITED STATES,646-834-1325,646-834-1202,,Y
2016,611147578,"COLLATERAL TRUSTEE, INC",1030 N CLARK STREET,SUITE 300,CHICAGO,IL,60610,UNITED STATES,312-988-0460,312-846-1790,01/04/2016,Y
2011,3284285135,"KUTAK ROCK, LLP","ONE S. WACKER DR., STE. 2050",,CHICAGO,IL,60606,UNITED STATES,312-602-4117,312-602-4101,,Y
2013,941713600,K.O. STRATEGIES,70 W MADISON STREET,STE 1400,CHICAGO,IL,60602,UNITED STATES,773-388-8425,773-388-8427,01/08/2013,Y
2013,3555757541,SENSUS NORTH AMERICA,8601 SIX FORKS RD,,RALEIGH,NC,27615,UNITED STATES,919-845-4000,,05/01/2012,Y
2017,2281132443,LIGHTEN-GALE LLC D/B/A LIGHTENGALE GROUP,140 SOUTH DEARBORN,SUITE 1500 A,CHICAGO,IL,60603,UNITED STATES,312-920-1500,312533-2830,01/07/2016,Y
2013,1452779838,ZELLER DEVELOPMENT CORP,"401 N. MICHIGAN AVE., STE. 250",,CHICAGO,IL,60611,UNITED STATES,312-640-7602,312-640-7699,,Y
2017,2402743463,GOLDMAN SACHS & CO. LLC,200 WEST STREET,,NEW YORK,NY,10282,UNITED STATES,212902-1000,,05/01/2017,Y
2015,4279658131,ERNST & YOUNG LLP,155 NORTH WACKER DRIVE,,CHICAGO,IL,60606,UNITED STATES,312-879-2000,,09/18/2013,Y
2019,895096860,"SAMUEL A. RAMIREZ & CO., INC.","200 N. LASALLE ST., STE. 1900",,CHICAGO,IL,60601,UNITED STATES,312-630-2002,312-630-2005,01/20/2016,Y
2017,3856507260,ILLINOIS BIOTECHNOLOGY INNOVATION ORGANIZATION,150 S WACKER DR,STE 3125,CHICAGO,IL,60606,UNITED STATES,312-561-3911,,11/08/2016,Y
2016,1006058638,SEIU LOCAL 1,111 E. WACKER DR. # 2500,,CHICAGO,IL,60601,UNITED STATES,312-233-8791,312-233-8837,,Y
2012,2366865898,RICE FINANCIAL PRODUCTS COMPANY,"17 STATE STREET, 40TH FLOOR",,NEW YORK,NY,10004,UNITED STATES,212-908-9200,,,Y
2017,3679214929,NORTHERN TRUST CORPORATION,"50 SOUTH LASALLE, ST. M-9",,CHICAGO,IL,60603,UNITED STATES,312-444-3965,312-630-1596,,Y
2011,2836998704,"AIRPORT MANAGEMENT SERVICES, LLC","ONE MEADOWLANDS PLAZA, 9TH FLR",,EAST RUTHERFORD,NJ,07073,UNITED STATES,201-939-5050,201-729-1324,,Y
2017,352158391,JONES LANG LASALLE,200 E RANDOLPH,47TH FLR,CHICAGO,IL,60601,UNITED STATES,312-228-2576,,05/25/2012,Y
2018,887700847,KATHY BROWN,400 N MCCLURG CT.,UNIT 3003,CHICAGO,IL,60611,UNITED STATES,773-339-4987,805-309-3720,03/01/2016,Y
2011,2024500321,"SCHAIN, BURNEY, BANKS & KENNY, LTD","70 W. MADISON, STE. 4500",,CHICAGO,IL,60602,UNITED STATES,312-345-5700,312-345-5701,,Y
2016,963297603,GRANT PARK GLOBAL LLC,875 N MICHIGAN AVE,,CHICAGO,IL,60611,UNITED STATES,888-627-8204,,01/25/2016,Y
2018,1174485382,DUNCAN PARKING TECHNOLOGIES,316 N. MILWAUKEE ST,STE 202,MILWAUKEE,WI,53202,UNITED STATES,414-877-5481,,01/14/2016,Y
2019,1773097301,WILLIAM SINGER,300 N. LASALLE STREET,SUITE 3900,CHICAGO,IL,60654,UNITED STATES,312-862-2142,312-862-2200,01/11/2019,Y
2013,1207894533,"STRATEGIC GOVERNMENT SOLUTIONS, INC.",2341 CATHERINE ST.,,NORTHBROOK,IL,60062,UNITED STATES,312-498-6060,,07/09/2013,Y
2017,835116329,GRANT KESSLER,4869 N. KENMORE,APT. 3N,CHICAGO,IL,60640,UNITED STATES,7738789838,,04/28/2017,Y
2013,1597198002,METROPOLITAN CHICAGO HEALTHCARE COUNCIL,"222 S RIVERSIDE PLAZA, SUITE 1900",,CHICAGO,IL,60606,UNITED STATES,312-906-6197,312-906-6123,,Y
2013,154937806,"GOLDMAN, SACHS & CO.",200 WEST STREET,,NEW YORK,NY,10282,UNITED STATES,212-902-1000,,,Y
2020,2676587063,PERKINS COIE LLP,"131 S. DEARBORN, SUITE 1700",,CHICAGO,IL,60603,UNITED STATES,312-324-8400,312-324-9400,,Y
2014,124264562,"GENE SCHULTER GROUP, INC",4326 N BELL AVE,,CHICAGO,IL,60618,UNITED STATES,773-539-1683,,09/25/2012,Y
2019,3425297656,"ERNST & YOUNG INFRASTRUCTURE ADVISORS, LLC","ONE COMMERCE SQUARE, 2005 MARKET STREET, SUITE 700",,PHILADELPHIA,PA,19103,UNITED STATES,215448-5000,,04/16/2018,Y
2018,3800434860,"JPMORGAN CHASE BANK, NA",10 S. DEARBORN,,CHICAGO,IL,60603,UNITED STATES,312-732-6932,312-732-7005,,Y
2020,3023571316,UPS,775 EAST DRIVE,SUITE 377,CAROL STREAM,IL,60188,UNITED STATES,908-347-3826,,04/08/2019,Y
2011,201792475,"BLAYLOCK ROBERT VAN, LLC",180 N. LASALLE ST.  #1825,,CHICAGO,IL,60601,UNITED STATES,312-324-0772,312-541-1743,,Y
2017,2063352652,CHICAGOLAND CHAMBER OF COMMERCE,410 N MICHIGAN AVE,STE 900,CHICAGO,IL,60611,UNITED STATES,3124946700,,01/13/2014,Y
2017,1514848182,JAN STARR,500 N MICHIGAN AVE,SUITE 600,CHICAGO,IL,60611,UNITED STATES,312-371-1102,,01/19/2017,Y
2017,3096310523,ELI LILLY AND COMPANY,LILLY CORPORATE CENTER,,INDIANAPOLIS,IN,46285,UNITED STATES,317-277-2000,,06/25/2015,Y
2014,326957197,MARMER LAW OFFICES LLC,875 N. MICHIGAN AVENUE,SUITE 3100,CHICAGO,IL,60611,UNITED STATES,3123733702,,01/24/2014,Y
2011,108800616,"AIRPORT MANAGEMENT SERVICES, LLC","ONE MEADOWLANDS PLAZA, STE. 902",,E. RUTHERFORD,NJ,07073,UNITED STATES,201-939-5050,201-939-1353,,N
2016,2041116808,ILLINOIS MANUFACTURERS' ASSOCIATION,220 E ADAMS,,SPRINGFIELD,IL,62701,UNITED STATES,217-522-1240,,06/22/2015,Y
2012,3963824190,EDWARDS WILDMAN PALMER LLP,"225 W. WACKER, STE 2800",,CHICAGO,IL,60606,UNITED STATES,312-201-2000,312-201-2555,,Y
2018,3077548207,JEWEL OSCO,150 PIERCE RD,STE 200,ITASCA,IL,60143,UNITED STATES,630-948-6076,630-948-6664,01/15/2015,Y
2017,3111729954,THE HUNTINGTON INVESTMENT COMPANY,41 S. HIGH STREET,7TH FLOOR,COLUMBUS,OH,43215,UNITED STATES,800-322-4600,,05/15/2017,Y
2012,374674846,ARNSTEIN & LEHR LLP,120 S. RIVERSIDE PLAZA  #1200,,CHICAGO,IL,60606,UNITED STATES,312-876-7100,312-876-0288,,Y
2017,4229926637,HUDSON GROUP,1 MEADOWLANDS PLAZA,,EAST RUTHERFORD,NJ,07073,UNITED STATES,2015282478,,10/11/2016,Y
2011,3707851843,"JOHN C. CORRIGAN AND ASSOCIATES, LLC","20 S. CLARK, STE. 2900",,CHICAGO,IL,60603,UNITED STATES,312-235-2800,312-235-2750,,Y
2020,1391883240,SEIU LOCAL 1,111 E. WACKER DR. # 1700,,CHICAGO,IL,60601,UNITED STATES,312-233-8791,312-233-8837,03/01/2017,Y
2014,128824456,"THE COLWELL GROUP, LLC",574 BELLE MEADE FARM DRIVE,,LOVELAND,OH,45140,UNITED STATES,513-683-9594,,01/13/2014,Y
2013,2221912031,RICE FINANCIAL PRODUCTS COMPANY,"17 STATE STREET, 40TH FLOOR",,NEW YORK,NY,10004,UNITED STATES,212-908-9239,212-908-9299,,Y
2016,1925346228,SKYWAY CONCESSION COMPANY LLC,205 N. MICHIGAN AVENUE,SUITE 2510,CHICAGO,IL,60601,UNITED STATES,312-552-7100,,01/08/2013,Y
2012,4232594984,ZIPCAR INC.,160 N. WABASH,,CHICAGO,IL,60601,UNITED STATES,312-589-6300,312-589-6306,,Y
2011,3002815592,"AMERESCO, INC","111 SPEEN STREET, STE. 410",,FRAMINGHAM,MA,01701,UNITED STATES,508-661-2200,,,Y
2013,1114256883,JAMES SULLIVAN,1400 RUE PARIS PL,,INVERNES,IL,60067,UNITED STATES,708-218-2183,,,Y
2019,2041116808,ILLINOIS MANUFACTURERS' ASSOCIATION,220 E ADAMS,,SPRINGFIELD,IL,62701,UNITED STATES,217-522-1240,,06/22/2015,Y
2018,680577657,"JCDECAUX NORTH AMERICA, INC.",350 5TH AVE.,73RD FLOOR,NEW YORK,NY,10118,UNITED STATES,6468341200,,01/11/2018,Y
2012,1365696371,JP MORGAN CHASE,10 S. DEARBORN,,CHICAGO,LL,60603,UNITED STATES,312-732-4248,312-794-7614,,Y
2016,1137023345,"CHICAGO BEVERAGE SYSTEMS, L.L.C.",441 N. KILLBOURN AVENUE,,CHICAGO,IL,60624,UNITED STATES,773826-4100,,01/15/2013,Y
2020,1145056876,ALLIANCEBERNSTEIN,1345 AVENUE OF THE AMERICAS,,NEW YORK,NY,10105,UNITED STATES,212-969-6221,,10/13/2016,Y
2020,135959769,CROWN CASTLE,1220 AUGUSTA DRIVE,SUITE 600,HOUSTON,TX,770057,UNITED STATES,724-416-2200,,01/15/2020,Y
2013,197443225,"CLEAR CHANNEL OUTDOOR, INC",4000 S. MORGAN ST.,,CHICAGO,IL,60609,UNITED STATES,773-843-2000,773-843-2087,01/15/2013,Y
2017,1939778332,ILLINOIS BANKERS ASSOCIATION,524 S SECOND STREET,,SPRINGFIELD,IL,62701,UNITED STATES,2177899340,,06/23/2015,Y
2017,3697223678,J.P. MORGAN SECURITIES LLC,10 S. DEARBORN,FLOOR 13,CHICAGO,IL,60603,UNITED STATES,312-385-8485,312-794-7378,01/17/2014,Y
2019,105721644,XSIGHT SYSTEMS,303 WYMAN ST.,SUITE 300,WALTAHM,MA,02451,UNITED STATES,7813308466,,08/03/2017,Y
2014,2416832777,"NIVI USA, INC",155 N MICHIGAN AVE,STE. 633,CHICAGO,IL,60601,UNITED STATES,630-945-7769,,02/26/2014,Y
2020,610314722,MACQUARIE INFRASTRUCTURE AND REAL ASSETS INC.,125 WEST 55TH STREET,,NEW YORK,NY,10019,UNITED STATES,212-231-0559,,12/20/2016,Y
2017,206423745,JGW GROUP,1801 ROBERT FULTON DRIVE,,RESTON,VA,20191,UNITED STATES,7035476270,,08/23/2017,Y
2014,1815704286,US BANCORP,209 S. LASALLE ST.,,CHICAGO,IL,60604,UNITED STATES,312-325-8941,,,Y
2019,1143611353,TY CRATIC,180 N. LASALLE,SUITE 3700,CHICAGO,IL,60612,UNITED STATES,312-256-5846,,12/02/2019,Y
2018,976248238,"MASTER METER, INC",101 REGENCY PKWY,,MANSFIELD,TX,76063,UNITED STATES,817-842-8000,817-842-8100,07/30/2012,Y
2011,693964657,"GOVERNMENTAL - BUSINESS CONSULTING GROUP, LLC","200 S. MICHIGAN AVE., STE. 1100",,CHICAGO,IL,60604,UNITED STATES,312-372-4000,312-939-5617,,Y
2017,3736922346,"PNC BANK, NATIONAL ASSOCIATION",1 N FRANKLIN ST,,CHICAGO,IL,60606,UNITED STATES,312-338-2235,,07/13/2012,Y
2020,1146985675,UPTOWN UNITED,"4753 NORTH BROADWAY, SUITE 822",,CHICAGO,IL,60640,UNITED STATES,7738781064,,03/29/2017,Y
2017,2804235022,"LYFT, INC.",185 BERRY STREET,SUITE 5000,SAN FRANCISCO,CA,94107,UNITED STATES,707-849-0741,,02/08/2017,Y
2011,1871145365,"GOLD COAST TICKETS, LTD.",908 W. MADISON,,CHICAGO,IL,60607,UNITED STATES,312-644-6446,312-644-1426,,Y
2017,2920861396,THE PEOPLES GAS LIGHT AND COKE COMPANY,200 E RANDOLPH ST,,CHICAGO,IL,60601,UNITED STATES,312-240-7179,,01/22/2016,Y
2012,2639700130,THOMPSON COBURN LLP,55 E MONROE - 37TH FLOOR,,CHICAGO,IL,60603,UNITED STATES,312-580-2228,312-580-2201,,Y
2015,1114256883,JAMES SULLIVAN,1400 RUE PARIS PL,,INVERNES,IL,60067,UNITED STATES,708-218-2183,,,Y
2012,487500103,"SIDLEY AUSTIN, LLP",ONE S. DEARBORN ST.,,CHICAGO,IL,60603,UNITED STATES,312-853-7000,312-853-7036,,Y
2015,2325356524,"THE GORDIAN GROUP, INC.","30 PATEWOOD DRIVE, BLDG 2, SUITE 350",,GREENVILLE,SC,29615,UNITED STATES,800-874-2291,,03/12/2015,Y
2018,2808616556,EDELSON PC,350 N LASALLE,13TH FLOOR,CHICAGO,IL,60654,UNITED STATES,7739065346,,11/29/2017,Y
2014,1603148230,"CONLON & DUNN PUBLIC STRATEGIES, INC","1 EAST WACKER DRIVE, SUITE 500",,CHICAGO,IL,60601,UNITED STATES,312-855-8500,312-855-0488,01/15/2014,Y
2012,1996335921,METAPHRASIS LANGUAGE AND CULTURAL SOLUTIONS,1147 WEST OHIO STREET,SUITE 306,CHICAGO,IL,60642,UNITED STATES,8154641423,8154641747,09/12/2012,Y
2018,166758608,GREEN LINE ADVISERS,826 N. LOCKWOOD AVENUE,,CHICAGO,IL,60651,UNITED STATES,7738304830,,09/12/2017,Y
2014,2730865205,UNION PACIFIC RAILROAD,101 N. WACKER DR.,SUITE 1910,CHICAGO,IL,60606,UNITED STATES,3127772037,,01/15/2014,Y
2016,3543167718,MORGAN STANLEY & CO.  LLC,1585 BROADWAY,,NEW YORK,NY,10036,UNITED STATES,212761-4000,,01/16/2014,Y
2020,3098917370,KATTEN MUCHIN ROSENMAN LLP,525 WEST MONROE ST.,,CHICAGO,IL,60661,UNITED STATES,312-902-5200,312-902-1061,,Y
2018,3762833610,ZOLL MEDICAL CORPORATION,269 MILL ROAD,,CHELMSFORD,MA,01824,UNITED STATES,978-421-9655,,08/17/2018,Y
2016,1026976206,"SERAFIN & ASSOCIATES, INC.","409 W. HURON, SUITE 600",,CHICAGO,IL,60654,UNITED STATES,312-943-1955,312-943-8397,01/22/2013,Y
2012,1737052189,EGOV STRATEGIES LLC,233 S MCCREA ST,SUITE 600,INDIANAPOLIS,IN,46225,UNITED STATES,317-634-3468,,09/20/2012,Y
2014,3785265782,MKM SERVICES,308 CIRCLE AVENUE,,FOREST PARK,IL,60130,UNITED STATES,708-366-1250,708-366-1250,,Y
2012,2277603380,INCAPITAL LLC,200 S. WACKER DR.,,CHICAGO,IL,60606,UNITED STATES,312-379-3700,312-379-3701,,Y
2011,3405182220,THE HAYMARKET GROUP LTD.,"500 N. DEARBORN, STE. 1150",,CHICAGO,IL,60654,UNITED STATES,312-645-9400,312-645-0974,,Y
2011,2547315228,HARRIS N.A.,111 W. MONROE ST.,,CHICAGO,IL,60603,UNITED STATES,312-461-2121,630-889-3866,,Y
2019,1616803319,"COLUMBIA CAPITAL MANAGEMENT, LLC",6330 LAMAR AVE.,STE. 200,OVERLAND PARK,KS,66202,UNITED STATES,913-312-8057,913-312-8058,12/30/2013,Y
2012,447497283,"PUBLIC CONSULTING GROUP, INC","100 W. MONROE ST., STE. 1200",,CHICAGO,IL,60603,UNITED STATES,312-253-3746,312-425-056,,Y
2015,2655749163,APEX STRATEGY LLC,12934 S HOUSTON,,CHICAGO,IL,60633-1212,UNITED STATES,7734479563,,03/06/2015,Y
2016,497417410,"J.P. MORGAN SECURITIES, LLC","1125 17TH ST., FLR 2",CO1-9527,DENVER,CO,80202,UNITED STATES,303-244-3388,,01/19/2016,Y
2014,4279658131,ERNST & YOUNG LLP,155 NORTH WACKER DRIVE,,CHICAGO,IL,60606,UNITED STATES,312-879-2000,,09/18/2013,Y
2011,2276773545,"MERRILL LYNCH, PIERCE, FENNER & SMITH INC.",1 BRYANT PARK  NY-100-12-02,,NEW YORK,NY,10036,UNITED STATES,646-743-1359,646-855-1381,,Y
2014,3778018811,EMSO PARTNERS US LLC,680 FIFTH AVE.,SUITE 1802,NEW YORK,NY,10019,UNITED STATES,212-307-8903,,01/06/2014,Y
2012,1920269571,BRODERICK LLC,318 PINEHURST CT.,,PALOS HEIGHTS,IL,60463,UNITED STATES,708-389-9230,708-389-9230,,Y
2011,1092159147,"RAYMOND JAMES & ASSOC., INC.",880 CARILLON PKWAY,,ST. PETERSBURG,FL,33716,UNITED STATES,727-567-2868,727-567-8315,,Y
2014,392779593,UNITE HERE LOCAL 1,218 S WABASH,7TH FLR,CHICAGO,IL,60604,UNITED STATES,312-663-4373,312-986-3828,01/22/2014,Y
2012,3087247359,"FLETCHER, O'BRIEN, KASPER & NOTTAGE, PC","222 N. LASALLE ST., #300",,CHICAGO,IL,60601,UNITED STATES,312-704-3297,312-704-3297,,Y
2016,3528629147,MOTOROLA SOLUTIONS,224 SOUTH MICHIGAN AVE,7TH FL,CHICAGO,IL,60604,UNITED STATES,708-785-8298,,01/09/2014,Y
2012,4055515572,"MINER, BARNHILL & GALLAND, PC",14 W. ERIE ST.,,CHICAGO,IL,60654,UNITED STATES,312-751-1170,312-751-9490,,Y
2012,737531095,INSTITUTE FOR JUSTICE,"901 N. GLEBE RD., STE. 900",,ARLINGTON,VA,22203,UNITED STATES,703-682-9320,703-682-9231,,Y
2013,2723692056,PAUL KOLPAK,"6767 N. MILWAUKEE AVE., STE. 202",,NILES,IL,60714,UNITED STATES,847-647-0336,847-647-8107,02/05/2013,Y
2012,1953744628,FREEBORN & PETERS LLP,"311 S. WACKER DR., STE. 3000",,CHICAGO,IL,60606,UNITED STATES,312-360-6000,312-360-6520,,Y
2019,1896233578,ILLINOIS RESTAURANT ASSOCIATION,"33 W MONROE, STE. 250",,CHICAGO,IL,60603,UNITED STATES,312-380-4114,,,Y
2017,3104395389,EDGEWATER CHAMBER OF COMMERCE,1210 W ROSEDALE,,CHICAGO,IL,60660,UNITED STATES,773-561-6000,,03/24/2017,Y
2014,4049717731,"RAYMOND JAMES & ASSOCIATE, INC.","3050 PEACHTREE ROAD, NW",STE. 702,ATLANTA,GA,30305,UNITED STATES,4042795724,,01/24/2014,Y
2012,3013813295,DONOVAN GROUP LLC,111 EAST WACKER DRIVE,STE. 990,CHICAGO,IL,60601,UNITED STATES,312-467-0381,312-467-0340,08/09/2012,Y
2013,292965599,"FOLEY & LARDNER, LLP",321 N CLARK ST. #2800,,CHICAGO,IL,60654,UNITED STATES,312-832-4500,312-832-4700,01/22/2013,Y
2016,3736922346,"PNC BANK, NATIONAL ASSOCIATION",1 N FRANKLIN ST,,CHICAGO,IL,60606,UNITED STATES,312-338-2235,,07/13/2012,Y
2012,893107687,HUI GAO,1134 W GRANVILLE AVE. APT.608,,CHICAGO,IL,60660,UNITED STATES,3123767788,,08/29/2012,Y
2013,1219999649,"RDM CONSULTING GROUP, LLC",5614 N. MEADE,,CHICAGO,IL,60646,UNITED STATES,773-259-6976,,,Y
2012,3507213843,SHEFSKY & FROELICH LTD.,"111 E. WACKER DRIVE, SUITE 2800",,CHICAGO,IL,60601,UNITED STATES,312-836-4024,312-527-1794,,Y
2019,3607921658,"ANDERSON & MOORE, P.C.","111 W. WASHINGTON, STE 1720",,CHICAGO,IL,60602,UNITED STATES,312-251-1500,312-251-1509,01/17/2019,Y
2012,26357426,"CONSTRUCTION COST SYSTEMS, INC","1815 S. MEYERS RD., STE. 200",,OAKBROOK,IL,60181,UNITED STATES,630-678-0808,630-678-0858,,Y
2012,3822079768,"ALL-CIRCO, INC.","111 W. WASHINGTON ST., SUITE 1920",,CHICAGO,IL,60602,UNITED STATES,312-750-9262,312-750-9273,,Y
2017,2601130090,NOBLE NETWORK OF CHARTER SCHOOLS,1 NORTH STATE FLOOR 7-L,,CHICAGO,IL,60602,UNITED STATES,3127184358,,03/02/2017,Y
2012,1885028066,"AVGERIS AND ASSOCIATES, INC","2500 S. HIGHLAND AVE., #103",,LOMBARD,IL,60148,UNITED STATES,630-620-8684,630-620-886,,Y
2018,1953744628,FREEBORN & PETERS LLP,"311 S. WACKER DR., STE. 3000",,CHICAGO,IL,60606,UNITED STATES,312-360-6000,312-360-6520,,Y
2020,2784990474,"EXELON GENERATION COMPANY, LLC",300 EXELON WAY,,KENNETT SQUARE,PA,19348,UNITED STATES,610-765-6920,610-765-6921,12/23/2015,Y
2012,2592472640,"JASCULCA/TERMAN AND ASSOCIATES, INC.","730 N. FRANKLIN, SUITE 510",,CHICAGO,IL,60610,UNITED STATES,312-337-7400,312-337-8189,,Y
2019,4170008730,SENSYS NETWORKS,1608 FOURTH STREET SUITE 200,,BERKELEY,CA,94710,UNITED STATES,5108982244,5108982244,02/01/2016,Y
2011,4009614867,SKYWAY CONCESSION COMPANY LLC,233 N MICHIGAN AVENUE,,CHICAGO,IL,60601,UNITED STATES,312-552-7100,312-552-7130,,Y
2012,1802243975,"URBAN RISK MANAGEMENT AND CONSULTING SERVICES, INC.",PO BOX 167311,,CHICAGO,IL,60616,UNITED STATES,9999999999,,07/25/2012,Y
2011,3265041952,"KPMG, LLP",303 E. WACKER DR,,CHICAGO,IL,60601,UNITED STATES,312-665-2372,,,Y
2011,3739968312,DIAGEO NA,801 MAIN AVE.,,NORWALK,CT,06851,UNITED STATES,203-229-2100,203-583-3353,,Y
2013,480027306,LOYOLA UNIVERSITY CHICAGO,820 N. MICHIGAN AVE,,CHICAGO,IL,60611,UNITED STATES,312-915-6402,312-915-7776,,Y
2014,2156413839,U.S. BANCORP,800 NICOLLET MALL,BC-MN-H15F,MINNEAPOLIS,MN,55402,UNITED STATES,612-303-9082,,08/05/2013,Y
2011,3717188883,SKYWAY CONCESSION COMPANY LLC,205 N. MICHIGAN AVE. # 2510,,CHICAGO,IL,60601,UNITED STATES,312-552-7100,312-552-7130,,Y
2011,722297095,FLUOR CORP,"403 E CAPITOL ST., SE",,WASHINGTON,DC,20003,UNITED STATES,202-548-5800,202-548-5810,,Y
2020,1820130325,"LANDMARK V!, LLC AND ITS AFFILIATES",10 W MIFFLIN STREET,SUITE 400,MADISON,WI,53703,UNITED STATES,6082747447,,01/19/2020,Y
2014,1610641015,MACQUARIE INFRASTRUCTURE AND REAL ASSTS INC,125 W 55TH ST.,,NEW YORK,NY,10019,UNITED STATES,212-231-1000,,,Y
2020,3285903703,"PILEWSKI & ASSOCIATES, LLC","308 S. JEFFERSON ST., #400",,CHICAGO,IL,60661,UNITED STATES,3129536070,3129621979,01/24/2020,Y
